                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.1919,                 8.0824,                 1.1233,                0.55034,                0.73942,                0.60937,                0.25488,                 1.7859,                 2.3652,                0.97075,                 0.0856,                 0.0016,                 0.0016
                      1,                 1.4298,                 1.8415,                0.91435,                0.91783,                0.80433,                0.86694,                0.62009,                0.99026,                0.91968,                0.83442,               0.070267,              0.0032673,              0.0032673
                      2,                 1.3371,                 1.1323,                0.88713,                0.93569,                0.75645,                0.86939,                 0.5202,                 1.1679,                 0.9499,                0.85427,               0.054901,               0.004901,               0.004901
                      3,                 1.3259,                 1.1954,                0.91899,                0.69488,                0.64018,                0.74754,                0.38876,                 1.5474,                 1.0989,                0.91313,               0.039501,               0.006501,               0.006501
                      4,                 1.4883,                 1.3225,                0.90645,                0.88015,                0.82426,                0.85795,                0.48066,                 1.2679,                0.92834,                 0.8669,               0.024067,              0.0080674,              0.0080674
                      5,                 1.4834,                 1.2367,                0.92181,                0.71635,                 0.6889,                0.77698,                0.38453,                 1.3045,                 1.7333,                 0.8926,               0.009505,               0.009505,               0.009505
                      6,                 1.5398,                 1.1397,                0.92451,                0.87191,                0.86907,                0.87746,                0.54601,                 1.3116,                 1.2522,                0.98245,               0.009505,               0.009505,               0.009505
                      7,                 1.5116,                0.96095,                0.94852,                 0.8596,                0.84383,                0.91283,                0.49747,                 1.4004,                 1.1255,                0.97355,               0.009406,               0.009406,               0.009406
                      8,                 1.4606,                0.85739,                0.93622,                0.91916,                 0.8442,                0.88291,                0.43445,                 1.4973,                 1.0823,                0.97658,               0.009307,               0.009307,               0.009307
                      9,                 1.4993,                0.85493,                 0.9357,                0.89236,                0.85391,                0.87454,                0.51677,                 1.2934,                 1.0817,                 0.9262,               0.009208,               0.009208,               0.009208
                     10,                  1.355,                  0.871,                0.90541,                0.90066,                0.82426,                0.88426,                0.49638,                 1.4814,                  1.162,                0.97761,               0.009109,               0.009109,               0.009109
                     11,                 1.3962,                0.91399,                0.93783,                0.96073,                0.87436,                0.91552,                0.55432,                 1.2694,                0.78337,                0.95562,                0.00901,                0.00901,                0.00901
                     12,                 1.3963,                0.80022,                0.94062,                0.94972,                 0.8401,                 0.9098,                0.48975,                 1.4284,                0.80171,                0.99946,               0.008911,               0.008911,               0.008911
                     13,                 1.4423,                 0.7799,                0.93228,                0.96266,                0.79926,                0.83318,                0.38736,                 1.7072,                 1.0327,                 1.0278,               0.008812,               0.008812,               0.008812
                     14,                 1.3863,                0.74062,                0.90106,                0.80649,                0.75389,                 0.8469,                0.45999,                 1.3155,                0.89348,                0.93558,               0.008713,               0.008713,               0.008713
                     15,                 1.4923,                0.76878,                0.94008,                 0.9616,                0.84988,                0.91658,                0.46856,                 1.3845,                0.87734,                 0.9784,               0.008614,               0.008614,               0.008614
                     16,                 1.3644,                0.71999,                0.94022,                0.98774,                0.87827,                0.93691,                0.56592,                 1.2284,                0.68512,                 0.8985,               0.008515,               0.008515,               0.008515
                     17,                 1.2559,                0.68016,                0.90943,                0.94173,                0.87883,                0.94616,                0.59689,                 1.0513,                0.69823,                  0.876,               0.008416,               0.008416,               0.008416
                     18,                  1.188,                0.68749,                0.87533,                0.93575,                0.87735,                0.93314,                0.56154,                 1.0777,                0.77149,                0.86909,               0.008317,               0.008317,               0.008317
                     19,                 1.3223,                  0.704,                0.89477,                0.91649,                0.83359,                0.91648,                 0.5662,                 1.0793,                0.69973,                0.87017,               0.008218,               0.008218,               0.008218
                     20,                  1.359,                 0.6443,                0.89663,                0.97996,                0.90534,                0.97057,                 0.5938,                 1.1867,                0.62491,                0.89134,               0.008119,               0.008119,               0.008119
                     21,                 1.2199,                0.62151,                0.87256,                0.96358,                0.91116,                0.96372,                0.59148,                 1.2681,                0.67445,                0.91047,                0.00802,                0.00802,                0.00802
                     22,                 1.2275,                0.65573,                0.89175,                0.95012,                0.91115,                0.95851,                  0.626,                 1.0921,                0.60685,                0.89336,               0.007921,               0.007921,               0.007921
                     23,                 1.2025,                0.63824,                0.89266,                0.92073,                  0.836,                0.92839,                 0.6497,                 1.0382,                0.67695,                0.87915,               0.007822,               0.007822,               0.007822
                     24,                 1.2103,                0.63425,                0.88768,                 0.9154,                0.91351,                0.95455,                0.67111,                 1.0571,                0.57454,                0.86999,               0.007723,               0.007723,               0.007723
                     25,                 1.2025,                0.60464,                0.88485,                0.94381,                0.94463,                0.97208,                0.63088,                 1.1122,                0.62569,                0.87284,               0.007624,               0.007624,               0.007624
                     26,                 1.1694,                0.63432,                0.88195,                0.97412,                0.92561,                0.95639,                0.64937,                 1.0656,                0.58214,                0.85733,               0.007525,               0.007525,               0.007525
                     27,                 1.1569,                0.61761,                0.86086,                0.96663,                0.92296,                0.97014,                 0.6672,                 1.0358,                0.63324,                0.84992,               0.007426,               0.007426,               0.007426
                     28,                  1.215,                0.64155,                0.84833,                0.96067,                0.92564,                0.97411,                0.68071,                 1.0437,                0.58806,                0.86082,               0.007327,               0.007327,               0.007327
                     29,                 1.1024,                0.60704,                0.85464,                  0.978,                0.97917,                0.97707,                0.69781,                 1.0425,                0.55237,                0.85938,               0.007228,               0.007228,               0.007228
                     30,                 1.0736,                0.58226,                0.86289,                0.94489,                0.93687,                0.96041,                0.70359,                0.96426,                0.59253,                0.84865,               0.007129,               0.007129,               0.007129
                     31,                 1.1985,                0.59439,                 0.8598,                0.93822,                0.92798,                0.95986,                0.67273,                 1.0434,                0.64771,                0.85678,                0.00703,                0.00703,                0.00703
                     32,                 1.1344,                0.59408,                0.86228,                0.95819,                0.91819,                0.95838,                 0.6995,                0.94594,                0.54804,                0.84117,               0.006931,               0.006931,               0.006931
                     33,                 1.1222,                0.57426,                0.88369,                0.98843,                0.91406,                0.96145,                0.67001,                0.99069,                0.52751,                0.86221,               0.006832,               0.006832,               0.006832
                     34,                 1.1536,                0.58311,                0.86219,                 0.9801,                0.93926,                0.96286,                0.64759,                 1.0896,                0.56562,                0.86016,               0.006733,               0.006733,               0.006733
                     35,                 1.1301,                 0.5607,                0.84538,                0.97446,                0.97589,                0.98483,                  0.658,                  1.032,                0.54496,                0.83833,               0.006634,               0.006634,               0.006634
                     36,                 1.1182,                0.56972,                0.86131,                0.94903,                0.91617,                0.94525,                0.65709,                 1.1028,                0.58585,                0.87557,               0.006535,               0.006535,               0.006535
                     37,                 1.0689,                0.55811,                0.86988,                 0.9497,                0.91769,                0.94627,                0.65484,                 1.0166,                0.54812,                0.85716,               0.006436,               0.006436,               0.006436
                     38,                 1.0829,                0.53906,                0.84584,                0.95876,                0.92343,                0.95121,                0.66009,                0.99174,                0.54801,                0.84879,               0.006337,               0.006337,               0.006337
                     39,                 1.0569,                0.55107,                0.84217,                0.93792,                0.95328,                0.96811,                0.66237,                 0.9746,                0.65274,                0.83096,               0.006238,               0.006238,               0.006238
                     40,                 1.0714,                0.54557,                0.85574,                0.96067,                0.96138,                0.97925,                0.69279,                0.94005,                0.56796,                0.83994,               0.006139,               0.006139,               0.006139
                     41,                  1.063,                0.54628,                0.85053,                0.95238,                0.95242,                0.98161,                0.71187,                0.91349,                 0.5378,                0.83513,                0.00604,                0.00604,                0.00604
                     42,                 1.0639,                0.53743,                0.87417,                0.97408,                0.92907,                0.97137,                0.71197,                0.87992,                0.50382,                0.83748,               0.005941,               0.005941,               0.005941
                     43,                 1.0309,                0.53259,                0.84094,                0.97785,                0.91278,                0.95535,                0.69865,                0.87707,                0.53146,                0.83645,               0.005842,               0.005842,               0.005842
                     44,                 1.0957,                0.56035,                0.85558,                0.96853,                0.95462,                0.97796,                0.70984,                0.91119,                0.54518,                0.84558,               0.005743,               0.005743,               0.005743
                     45,                 1.0327,                0.53703,                0.84586,                0.97341,                 0.9697,                 0.9937,                0.68912,                0.93634,                0.51302,                0.84647,               0.005644,               0.005644,               0.005644
                     46,                 1.0106,                0.52164,                0.83375,                0.96592,                0.95793,                 0.9915,                0.72246,                0.93808,                0.54868,                0.84221,               0.005545,               0.005545,               0.005545
                     47,                 1.0013,                0.53327,                0.85578,                0.98329,                0.95456,                0.98695,                0.63847,                  1.108,                0.53233,                 0.8721,               0.005446,               0.005446,               0.005446
                     48,                 1.0028,                0.50412,                0.84288,                0.97494,                0.96889,                0.98713,                0.68317,                 1.0493,                0.50219,                0.86421,               0.005347,               0.005347,               0.005347
                     49,                 1.0851,                 0.5514,                 0.8593,                0.97145,                0.92803,                0.97135,                0.68683,                0.98499,                0.50515,                 0.8476,               0.005248,               0.005248,               0.005248
                     50,                0.97322,                0.51438,                0.85143,                0.97676,                 0.9697,                 0.9937,                0.67591,                0.93468,                0.49133,                0.85127,               0.005149,               0.005149,               0.005149
                     51,                 0.9926,                0.51276,                 0.8465,                0.96783,                0.95732,                0.98105,                0.68507,                0.96783,                0.52776,                0.86101,                0.00505,                0.00505,                0.00505
                     52,                  0.944,                0.49533,                0.83449,                0.94977,                0.95587,                0.97451,                0.65898,                 1.0276,                0.50436,                0.86622,               0.004951,               0.004951,               0.004951
                     53,                0.96832,                0.48397,                0.81954,                0.97664,                0.95186,                0.95838,                0.71733,                 0.8851,                0.48137,                0.84202,               0.004852,               0.004852,               0.004852
                     54,                0.98171,                0.51112,                0.82557,                0.92913,                0.87217,                0.95515,                0.70663,                 0.9381,                0.63808,                0.84641,               0.004753,               0.004753,               0.004753
                     55,                0.96941,                0.49348,                0.83385,                0.97339,                0.92406,                0.94897,                0.71367,                0.96158,                0.51747,                0.85098,               0.004654,               0.004654,               0.004654
                     56,                0.94437,                 0.4819,                0.84163,                0.97729,                0.95603,                 0.9633,                 0.7031,                0.99358,                0.53733,                0.85648,               0.004555,               0.004555,               0.004555
                     57,                0.94269,                0.51205,                0.82158,                0.97389,                0.93623,                0.96131,                0.70186,                0.99124,                0.52859,                0.85659,               0.004456,               0.004456,               0.004456
                     58,                0.94284,                0.49372,                0.84668,                0.97146,                0.93579,                0.98059,                0.69872,                0.97179,                0.51471,                0.85616,               0.004357,               0.004357,               0.004357
                     59,                0.95312,                0.47122,                0.83147,                0.99506,                0.92834,                0.97861,                0.71286,                0.92474,                0.50454,                0.84855,               0.004258,               0.004258,               0.004258
                     60,                0.92405,                0.47139,                0.83778,                0.99632,                0.94182,                0.98597,                0.71617,                0.92962,                0.46319,                0.84859,               0.004159,               0.004159,               0.004159
                     61,                0.94282,                0.47291,                0.83375,                0.97033,                0.97761,                0.98615,                0.72417,                0.96653,                0.47095,                  0.853,                0.00406,                0.00406,                0.00406
                     62,                0.89582,                0.45613,                0.82277,                0.97752,                0.98388,                  0.995,                0.71714,                0.95557,                0.47743,                0.84808,               0.003961,               0.003961,               0.003961
                     63,                0.90436,                0.45734,                0.82447,                  0.967,                0.99494,                0.99417,                0.70725,                0.91723,                0.48165,                0.83696,               0.003862,               0.003862,               0.003862
                     64,                0.86146,                0.43981,                0.81344,                0.97277,                0.98429,                0.99333,                0.72613,                0.89033,                0.45437,                0.82968,               0.003763,               0.003763,               0.003763
                     65,                0.89357,                0.45991,                0.82063,                0.97573,                 0.9896,                0.99417,                0.75695,                0.85251,                0.42726,                0.82982,               0.003664,               0.003664,               0.003664
                     66,                0.92931,                0.46502,                0.82521,                  0.966,                0.95847,                0.97868,                0.76152,                0.87586,                0.46661,                 0.8387,               0.003565,               0.003565,               0.003565
                     67,                0.88721,                0.43998,                0.82846,                0.97341,                0.94794,                0.99211,                0.75474,                0.86411,                0.45971,                0.82882,               0.003466,               0.003466,               0.003466
                     68,                 0.9156,                0.47796,                0.82839,                0.97397,                0.95926,                0.99152,                 0.7374,                 0.9073,                0.47666,                0.83277,               0.003367,               0.003367,               0.003367
                     69,                 0.8471,                0.43578,                0.82114,                0.97843,                0.95718,                0.99215,                0.76319,                0.88512,                0.45936,                0.83463,               0.003268,               0.003268,               0.003268
                     70,                0.85626,                0.42244,                0.81644,                0.96527,                0.96141,                0.97653,                0.72583,                 0.9096,                 0.4534,                0.83983,               0.003169,               0.003169,               0.003169
                     71,                0.87474,                0.45179,                0.80433,                0.98218,                0.95248,                0.99324,                0.72226,                0.95851,                0.47945,                0.84067,                0.00307,                0.00307,                0.00307
                     72,                0.84378,                0.43338,                0.81583,                0.97512,                0.98568,                0.99417,                0.72862,                0.91004,                0.45022,                0.83605,               0.002971,               0.002971,               0.002971
                     73,                 0.8734,                0.43781,                0.82933,                0.97226,                0.98755,                0.99417,                0.74908,                0.89289,                0.43179,                0.83766,               0.002872,               0.002872,               0.002872
                     74,                0.82711,                0.42289,                0.81593,                0.96249,                0.99506,                0.99417,                0.74519,                0.88785,                0.44922,                0.83694,               0.002773,               0.002773,               0.002773
                     75,                0.86694,                0.43658,                0.83262,                0.96067,                 0.9945,                0.99333,                0.73216,                0.93555,                0.45065,                0.84457,               0.002674,               0.002674,               0.002674
                     76,                0.84964,                  0.424,                0.81558,                0.96484,                 0.9963,                 0.9925,                0.74197,                0.88636,                0.43804,                0.83634,               0.002575,               0.002575,               0.002575
                     77,                0.82387,                0.41775,                 0.8106,                0.97096,                0.99776,                0.99333,                0.76031,                0.87183,                0.42817,                0.82614,               0.002476,               0.002476,               0.002476
                     78,                0.78318,                0.40424,                0.81207,                0.97047,                0.99567,                 0.9925,                0.75086,                0.85043,                0.42942,                0.82763,               0.002377,               0.002377,               0.002377
                     79,                0.78364,                0.40813,                0.80565,                0.97905,                0.98939,                0.99333,                0.75517,                0.83595,                0.40955,                0.82148,               0.002278,               0.002278,               0.002278
                     80,                0.80538,                0.41143,                0.80405,                0.97751,                0.98731,                 0.9925,                0.75349,                0.82657,                0.40737,                0.82042,               0.002179,               0.002179,               0.002179
                     81,                0.77224,                0.39405,                0.82104,                0.97559,                0.98541,                 0.9925,                0.73733,                0.86344,                0.41656,                0.82841,                0.00208,                0.00208,                0.00208
                     82,                0.76351,                0.39686,                0.82823,                0.97592,                  0.987,                 0.9915,                0.73125,                0.89603,                0.42433,                0.83129,               0.001981,               0.001981,               0.001981
                     83,                0.80648,                0.40201,                0.81054,                0.97637,                0.99071,                0.98983,                0.73339,                0.88159,                0.42328,                0.82812,               0.001882,               0.001882,               0.001882
                     84,                0.79163,                0.40956,                0.80336,                0.97629,                0.96549,                0.97543,                  0.739,                0.89266,                 0.4225,                0.82805,               0.001783,               0.001783,               0.001783
                     85,                0.76107,                0.38615,                0.80331,                 0.9732,                0.99118,                 0.9915,                0.74396,                0.89859,                0.40933,                0.82871,               0.001684,               0.001684,               0.001684
                     86,                0.74378,                0.37678,                0.81434,                0.97455,                0.99111,                 0.9915,                0.74347,                0.88226,                 0.4161,                0.83033,               0.001585,               0.001585,               0.001585
                     87,                0.73336,                0.38088,                0.82652,                 0.9777,                0.99169,                 0.9915,                0.75195,                0.90317,                0.42289,                0.83505,               0.001486,               0.001486,               0.001486
                     88,                0.73721,                0.38546,                0.80531,                0.97952,                 0.9898,                 0.9915,                0.73671,                0.93325,                0.42446,                0.83714,               0.001387,               0.001387,               0.001387
                     89,                0.75187,                0.38498,                 0.8189,                0.98024,                0.99036,                 0.9915,                0.76542,                0.89159,                0.40838,                 0.8332,               0.001288,               0.001288,               0.001288
                     90,                0.71437,                0.36923,                0.83127,                0.98035,                0.98906,                 0.9915,                 0.7547,                0.91904,                0.42832,                0.83144,               0.001189,               0.001189,               0.001189
                     91,                0.71658,                0.35476,                0.80487,                0.97962,                0.98894,                 0.9915,                0.75499,                0.94866,                0.43934,                 0.8315,                0.00109,                0.00109,                0.00109
                     92,                0.73643,                0.39083,                 0.7961,                0.98018,                0.98826,                 0.9925,                0.75102,                0.91697,                0.42836,                 0.8318,               0.000991,               0.000991,               0.000991
                     93,                0.72985,                0.36927,                0.80685,                0.98031,                0.98838,                 0.9925,                0.75148,                0.92544,                0.42715,                0.83041,               0.000892,               0.000892,               0.000892
                     94,                0.70377,                0.36119,                0.81185,                0.98039,                0.98888,                 0.9925,                0.75348,                0.90847,                0.43124,                0.82867,               0.000793,               0.000793,               0.000793
                     95,                0.75212,                0.38032,                0.78694,                0.97905,                0.98909,                 0.9925,                0.76996,                0.88748,                0.42339,                 0.8281,               0.000694,               0.000694,               0.000694
                     96,                0.67638,                 0.3359,                0.79869,                0.97805,                0.99065,                 0.9925,                0.76802,                 0.8704,                0.40728,                0.82491,               0.000595,               0.000595,               0.000595
                     97,                0.75376,                0.36808,                0.79142,                0.97711,                 0.9912,                 0.9925,                0.77198,                0.87185,                 0.4086,                0.82285,               0.000496,               0.000496,               0.000496
                     98,                0.66679,                0.33375,                0.82037,                0.97211,                0.98221,                0.99192,                0.78132,                0.86698,                0.39564,                0.82254,               0.000397,               0.000397,               0.000397
                     99,                0.70311,                0.34454,                0.79826,                 0.9735,                0.97863,                0.99192,                0.78155,                0.86184,                0.39224,                0.82253,               0.000298,               0.000298,               0.000298
